OpenROAD 24edcba7f2afd3c5d69fe2527e37051125f7abb3 
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 340, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 25943, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26000, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26057, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26114, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26171, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26228, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26285, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26342, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26399, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26456, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26513, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26570, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26627, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26684, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26741, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26798, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26855, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26912, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 26969, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 27026, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 27083, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 27140, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 27197, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 27254, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 27311, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 27368, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 27425, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 27482, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 30589, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 30646, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 30703, max_transition is 0.0.
[WARNING STA-0161] /home/hosni/GF180/PnR/caravel-gf180mcu/openlane/caravel_core/../../signoff/housekeeping/primetime-signoff/lib/tt/housekeeping.nom.lib line 30760, max_transition is 0.0.
Net: _08123_
  Pin: _26891_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  134.05
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  518.49
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.45
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    2.31
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.45
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    2.31
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _26900_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  140.94
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  546.21
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    2.85
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   11.55
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    2.85
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   11.55
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _17964_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  142.14
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  551.99
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    2.40
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   10.40
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    2.40
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   10.40
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.26
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.39
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _17954_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  142.14
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  551.99
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _21501_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  144.09
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  560.08
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.95
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    8.09
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.95
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    8.09
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _17976_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  139.74
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  541.59
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.65
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    6.93
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.65
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    6.93
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.26
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.39
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _28247_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  138.10
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  534.66
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    4.49
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   18.48
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    4.49
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   18.48
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.26
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.39
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _26882_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  133.60
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  516.18
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:  102.14
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:  403.20
      Required ratio:  400.00 (Side area) (VIOLATED)
      Cumulative area ratio:  102.14
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  403.20
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.77
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.90
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _26844_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  134.95
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  521.95
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.35
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.78
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.35
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    5.78
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.19
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _26853_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  134.95
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  521.95
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.35
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    5.78
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.35
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    5.78
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.19
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _26871_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  133.60
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  516.18
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _26862_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:  133.60
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  516.18
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _28317_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   31.92
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  115.29
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    0.45
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    2.31
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.45
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    2.31
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.26
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _28339_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   33.04
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  119.91
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.57
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    6.93
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.57
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    6.93
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.19
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _28479_/I0 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   33.04
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  119.91
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    1.57
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    6.93
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    1.57
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    6.93
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:    0.00
      Required ratio:    0.00 (Cumulative side area) 

    Via: Via2_VH
      Partial area ratio:    0.06
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.19
      Required ratio:    0.00 (Cumulative area) 

    Via: Via1_HV
      Partial area ratio:    0.13
      Required ratio:   20.00 (Gate area) 
      Cumulative area ratio:    0.13
      Required ratio:    0.00 (Cumulative area) 

  Pin: _28488_/I1 (gf180mcu_fd_sc_mcu7t5v0__mux2_1)
    Layer: Metal3
      Partial area ratio:    5.53
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   21.71
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:   35.21
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:  128.00
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal2
      Partial area ratio:    3.74
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:   15.02
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    3.74
      Required ratio:    0.00 (Cumulative area) 
      Cumulative area ratio:   15.02
      Required ratio:    0.00 (Cumulative side area) 

    Layer: Metal1
      Partial area ratio:    0.00
      Required ratio:    0.00 (Gate area) 
      Partial area ratio:    0.00
      Required ratio:  400.00 (Side area) 
      Cumulative area ratio:    0.00
